,price,location,Garden,Resale,Area,Parking,Furnished
1323,₹10 Cr ,"3 BHK Flat for Sale in Churchgate, Mumbai",no,yes,Area1500,0,1
1324,₹1.45 Cr ,3 BHK Flat for Sale in Mumbai,yes,yes,Area950,1,0
1325,₹7 Cr ,"5 BHK Flat for Sale in Sewri, Mumbai",no,yes,Area1600,0,1
1326,₹1.75 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area440,0,0
1327,₹1.75 Cr ,"2 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area750,0,0
1328,₹50 Lac ,"1 BHK Flat for Sale in Masjid Bandar, Mumbai",no,yes,Area210,0,1
1329,₹50 Lac ,"2 BHK Flat for Sale in Virar East, Mumbai",yes,yes,Area630,1,1
1330,₹6.75 Cr ,"3 BHK Flat for Sale in Vile Parle East, Mumbai",yes,yes,Area1485,0,1
1331,₹69 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area385,0,0
1332,₹95 Lac ,"3 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area1000,0,1
1333,₹23 Lac ," Studio Apartment for Sale in Mira Road Area, Mumbai",no,yes,Area230,0,0
1334,₹70 Lac ,"1 BHK Flat for Sale in Motilal Nagar 2, Mumbai",no,yes,Area350,0,0
1335,₹18 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area420,0,0
1336,₹1.05 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",no,no,Area445,0,1
1337,₹4.50 Cr ,"3 BHK Flat for Sale in Khira Nagar, Mumbai",no,yes,Area1080,1,1
1338,₹77 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area430,0,0
1339,₹6.50 Cr ,"3 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area1312,0,0
1340,₹1.30 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area580,0,0
1341,₹1.65 Cr ,"2 BHK Flat for Sale in Kurla West, Mumbai",no,yes,Area702,1,0
1342,₹2.20 Cr ,"2 BHK Flat for Sale in Churi Wadi, Mumbai",no,yes,Area713,1,0
1343,₹2.30 Cr ,"2 BHK Flat for Sale in Mazgaon, Mumbai",no,yes,Area549,0,1
1344,₹1.05 Cr ,"2 BHK Flat for Sale in Alika Nagar, Mumbai",yes,yes,Area450,1,1
1345,₹1.20 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area517,0,0
1346,₹1.35 Cr ,"2 BHK Flat for Sale in Mira Road East, Mumbai",no,yes,Area605,0,0
1347,₹2.85 Cr ,"3 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area951,0,0
1348,₹44 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area638,0,1
1349,₹86 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,no,Area867,0,1
1350,₹4 Cr ,"3 BHK Flat for Sale in Vakola, Mumbai",no,yes,Area1450,0,1
1351,₹1.75 Cr ,"2 BHK Flat for Sale in Sagar Prasad Society, Mumbai",yes,yes,Area650,1,1
1352,₹1 Cr ,3 BHK Flat for Sale in Mumbai,yes,yes,Area900,1,1
1353,₹81 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area400,0,1
1354,₹60 Lac ,"1 BHK Flat for Sale in Ramdev Park, Mumbai",yes,no,Area535,0,1
1355,₹4 Cr ,"2 BHK Flat for Sale in Worli, Mumbai",yes,yes,Area1000,1,0
1356,₹1.40 Cr ,"1 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area500,1,1
1357,₹3.25 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area1000,0,0
1358,₹92 Lac ,"3 BHK Flat for Sale in Mira Road East, Mumbai",no,yes,Area900,0,1
1359,₹60 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area660,0,0
1360,₹58 Lac ,"3 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area760,0,1
1361,₹1.80 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area532,0,0
1362,₹1.50 Cr ,"2 BHK Flat for Sale in Jagruti Nagar, Mumbai",no,yes,Area1000,1,1
1363,₹1.28 Cr ,"1 BHK Flat for Sale in Goregaon, Mumbai",no,yes,Area407,0,1
1364,₹2.95 Cr ,"3 BHK Flat for Sale in Jogeshwari West, Mumbai",no,yes,Area1500,0,0
1365,₹84.5 Lac ,"2 BHK Flat for Sale in Bhayandar East, Mumbai",no,yes,Area1000,0,0
1366,₹35 Lac ," Studio Apartment for Sale in Andheri West, Mumbai",no,yes,Area225,0,0
1367,₹65 Lac ,"2 BHK Flat for Sale in Nalasopara West, Mumbai",yes,yes,Area730,1,1
1368,₹3 Cr ,"3 BHK Flat for Sale in Malad East, Mumbai",no,yes,Area1074,0,0
1369,₹21 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area400,0,0
1370,₹1.08 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area500,0,0
1371,₹1.10 Cr ,1 BHK Flat for Sale in Mumbai,yes,no,Area399,1,1
1372,₹1.71 Cr ,"3 BHK Flat for Sale in Dahisar East, Mumbai",yes,yes,Area800,1,1
1373,₹1.15 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area455,0,1
1374,₹95 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area440,0,1
1375,₹38 Lac ," Studio Apartment for Sale in Chembur Colony, Mumbai",no,yes,Area180,0,0
1376,₹1.50 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area700,1,1
1377,₹49 Lac ,"1 BHK Flat for Sale in Rajan Pada, Mumbai",no,yes,Area225,0,0
1378,₹61 Lac ," Studio Apartment for Sale in Rajendra Nagar, Mumbai",no,yes,Area300,0,0
1379,₹95 Lac ,"1 BHK Flat for Sale in Khetwadi, Mumbai",no,no,Area367,0,0
1380,₹1.70 Cr ,"2 BHK Flat for Sale in Masjid Bandar, Mumbai",yes,yes,Area640,1,0
1381,₹1.60 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area660,0,1
1382,₹90 Lac ,"2 BHK Flat for Sale in Rifle Range Road, Mumbai",no,yes,Area600,0,1
1383,₹1.49 Cr ,"2 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area800,0,1
1384,₹1.39 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area727,0,1
1385,₹2 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area1151,1,0
1386,₹2.40 Cr ,"2 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area600,0,0
1387,₹50 Lac ,"1 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area350,0,1
1388,₹60 Lac ,"1 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area610,0,1
1389,₹80 Lac ,"2 BHK Flat for Sale in Aakash Nagar Morya Nagar, Mumbai",no,yes,Area535,0,0
1390,₹1.72 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area490,0,0
1391,₹1.15 Cr ,"2 BHK Flat for Sale in Kandarpada, Mumbai",yes,yes,Area600,1,1
1392,₹62 Lac ,"1 BHK Flat for Sale in Mulund, Mumbai",no,yes,Area285,0,1
1393,₹92 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area350,0,0
1394,₹2.20 Cr ,"3 BHK Flat for Sale in Borivali West, Mumbai",no,no,Area1110,0,1
1395,₹65 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",no,yes,Area800,0,1
1396,₹3.20 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area980,0,0
1397,₹2.21 Cr ,"2 BHK Flat for Sale in Rajawadi Colony, Mumbai",no,yes,Area789,0,1
1398,₹1.60 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area700,1,0
1399,₹1.50 Cr ,"2 BHK Flat for Sale in Central Avenue Road, Mumbai",no,yes,Area415,1,1
1400,₹62 Lac ," Studio Apartment for Sale in Ghatkopar West, Mumbai",yes,yes,Area290,0,1
1401,₹29 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area361,0,0
1402,₹1.71 Cr ,"1 BHK Flat for Sale in Parel, Mumbai",no,yes,Area429,0,0
1403,₹80 Lac ,"1 BHK Flat for Sale in Dongri, Mumbai",no,yes,Area325,0,0
1404,₹4.10 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area820,0,0
1405,₹7 Cr ,"4 BHK Flat for Sale in Khar West, Mumbai",no,yes,Area1550,1,1
1406,₹79 Lac ,"1 BHK Flat for Sale in Mira Bhayandar, Mumbai",yes,no,Area458,0,1
1407,₹45 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area320,0,0
1408,₹92 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",yes,yes,Area396,1,1
1409,₹6.50 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area1840,1,0
1410,₹95 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area500,1,1
1411,₹21 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area555,1,0
1412,₹9 Cr ,"4 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area2811,0,0
1413,₹1.30 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area525,0,1
1414,₹30 Cr ,5 BHK Flat for Sale in Mumbai,no,yes,Area3750,1,1
1415,₹1 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area810,0,0
1416,₹40 Cr ,"5 BHK Flat for Sale in Altamount Road, Mumbai",yes,yes,Area60,1,0
1417,₹1.80 Cr ,"1 BHK Flat for Sale in Byculla, Mumbai",no,yes,Area330,0,1
1418,₹65 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area515,0,0
1419,₹58 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area700,0,0
1420,₹2.80 Cr ,"2 BHK Flat for Sale in Shell Colony, Mumbai",yes,yes,Area730,1,1
1421,₹4.50 Cr ,"2 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area741,0,1
1422,₹58 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area611,0,0
1423,₹95 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area470,0,1
1424,₹2.85 Cr ,"2 BHK Flat for Sale in Juhu Lane, Mumbai",no,yes,Area611,0,1
1425,₹1.80 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area800,0,1
1426,₹1.60 Cr ,"1 BHK Flat for Sale in Mazgaon, Mumbai",yes,no,Area430,0,1
1427,₹58 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area500,1,1
1428,₹3 Cr ,3 BHK Flat for Sale in Mumbai,no,yes,Area912,0,1
1429,₹1.55 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area280,0,0
1430,₹55 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area229,0,0
1431,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area748,1,0
1432,₹3 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area550,0,1
1433,₹2.88 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area640,0,0
1434,₹1.35 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area635,0,0
1435,₹3.50 Cr ,"2 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area750,0,0
1436,₹1.65 Cr ,"2 BHK Flat for Sale in Sher E Punjab Society, Mumbai",no,yes,Area640,0,1
1437,₹1.79 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area1000,0,1
1438,₹4.25 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area750,1,1
1439,₹13 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,no,Area250,0,1
1440,₹36 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area550,0,1
1441,₹1.15 Cr ,"1 BHK Flat for Sale in Kanjurmarg East, Mumbai",no,yes,Area380,0,1
1442,₹35 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area600,0,0
1443,₹95 Lac ,"1 BHK Flat for Sale in Powai, Mumbai",no,yes,Area415,0,1
1444,₹2.65 Cr ,"3 BHK Flat for Sale in LIC Colony Borivali West, Mumbai",no,yes,Area1100,0,0
1445,₹1.75 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",no,no,Area755,1,1
1446,₹40 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",no,yes,Area535,0,0
1447,₹1 Cr ,"1 BHK Flat for Sale in Siddharth Nagar Borivali East, Mumbai",yes,yes,Area430,0,1
1448,₹47 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area660,0,0
1449,₹24 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area500,1,0
1450,₹3.60 Cr ,"3 BHK Flat for Sale in Malad East, Mumbai",no,no,Area972,0,1
1451,₹2.50 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area782,0,1
1452,₹2.55 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area1050,0,1
1453,₹2.90 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area1142,0,0
1454,₹1.60 Cr ,"2 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area719,0,1
1455,₹1.55 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area730,0,1
1456,₹1 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area909,0,0
1457,₹68 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area630,0,1
1458,₹1.65 Cr ,"1 BHK Flat for Sale in Charni Road, Mumbai",no,yes,Area350,0,1
1459,₹1.60 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area610,0,1
1460,₹2.30 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area680,0,0
1461,₹1.25 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area668,0,0
1462,₹74 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,no,Area350,0,0
1463,₹1.35 Cr ,"1 BHK Flat for Sale in Vazira Naka Borivali West, Mumbai",no,yes,Area420,0,1
1464,₹32 Lac ,"1 BHK Flat for Sale in Chikhal Dongari, Mumbai",no,yes,Area450,0,1
1465,₹65 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area940,0,1
1466,₹2.30 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area646,0,1
1467,₹2.21 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area700,0,0
1468,₹7.50 Cr ,"3 BHK Flat for Sale in Sindhu Nagar, Mumbai",yes,yes,Area1525,1,1
1469,₹30 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area415,0,0
1470,₹8 Cr ,"3 BHK Flat for Sale in Worli, Mumbai",no,yes,Area1000,0,1
1471,₹47 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area375,0,0
1472,₹4.70 Cr ,"4 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1225,1,1
1473,₹1 Cr ,"2 BHK Flat for Sale in Bandrekar Wadi, Mumbai",no,yes,Area450,0,0
1474,₹13 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",yes,yes,Area300,0,0
1475,₹36 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area225,0,0
1476,₹52 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area437,0,0
1477,₹1.25 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area525,0,0
1478,₹1 Cr ,"3 BHK Flat for Sale in Vasai, Mumbai",yes,yes,Area1050,0,1
1479,₹80 Lac ,"1 BHK Flat for Sale in Dahisar East, Mumbai",yes,yes,Area330,0,1
1480,₹95 Lac ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area450,1,1
1481,₹85 Lac ,"1 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area330,0,0
1482,₹2.70 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area765,1,0
1483,₹1.40 Cr ,"1 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area660,0,1
1484,₹1.07 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area490,0,0
1485,₹30 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area300,1,0
1486,₹90 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area943,0,1
1487,₹1.30 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area560,1,1
1488,₹1.18 Cr ,"1 BHK Flat for Sale in Marol Maroshi Road, Mumbai",no,yes,Area490,0,1
1489,₹3.60 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area750,1,1
1490,₹2 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area770,1,1
1491,₹4.35 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",no,yes,Area732,0,0
1492,₹2 Cr ,"2 BHK Flat for Sale in Yari Road, Mumbai",yes,yes,,1,1
1493,₹4.50 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area906,1,1
1494,₹15 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area470,0,1
1495,₹3.75 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area1000,1,1
1496,₹2.05 Cr ,"2 BHK Flat for Sale in Chandavarkar Road, Mumbai",no,yes,Area555,0,1
1497,₹50 Lac ,"1 BHK Flat for Sale in MHB Colony Borivali West, Mumbai",no,yes,Area279,0,1
1498,₹1.60 Cr ,"2 BHK Flat for Sale in Goregaon East, Mumbai",yes,yes,Area850,1,1
1499,₹1.65 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,no,Area734,0,1
